ClassName;Faulty;CyclomaticComplexity;SourceLinesOfCode;CommentDensity;WeightedMethodsPerClass;DepthOfInheritance;NumberOfChildren;CouplingBetweenObjects;ResponseForAClass;LackOfCohesionOfMethods;LambdaScore;LambdaCount;SourceLinesOfLambda;LambdaUsed;LambdaFieldVariableUsageCount;LambdaFieldVariableUsed;LambdaLocalVariableUsageCount;LambdaLocalVariableUsed;UnterminatedCollections;LambdaSideEffectCount
CoordinatedShutdown;0;50;371;30;60;0;0;16;150;29;36;20;211;0;26;0;44;0;0;0
DeadLetterMessageQueue;0;2;26;50;4;0;0;2;8;3;0;0;0;0;0;0;0;0;0;0
DeadLetterMailbox;1;1;19;48;2;1;0;7;7;1;0;0;0;0;0;0;0;0;0;0
Deploy;1;17;184;45;23;0;0;20;40;28;0;0;0;0;0;0;0;0;0;0
Deployer;1;9;83;30;12;0;0;10;48;4;20;3;22;0;3;0;9;0;1;1
Act;0;5;125;46;24;3;0;3;59;136;7;10;10;0;0;0;0;0;0;0
ActExtensions;0;1;11;56;2;0;0;1;8;0;15;2;2;0;0;0;0;0;0;0
EmptyLocalActorRef;0;16;73;30;18;3;1;11;26;0;0;0;0;0;0;0;0;0;0;0
AkkaException;0;1;17;48;0;1;19;19;3;0;0;0;0;0;0;0;0;0;0;0
InvalidActorNameException;0;1;17;45;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0
AskTimeoutException;0;1;13;40;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0
ActorInterruptedException;0;1;4;55;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0
ActorInitializationException;0;3;39;45;4;2;1;5;14;1;0;0;0;0;0;0;0;0;0;0
LoggerInitializationException;0;1;21;44;0;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0
ActorKilledException;0;1;16;36;0;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0
IllegalActorStateException;0;1;13;40;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0
IllegalActorNameException;0;1;13;40;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0
DeathPactException;0;1;19;38;0;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0
PreRestartException;0;1;20;39;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0
PostRestartException;0;2;16;46;0;3;0;1;4;0;0;0;0;0;0;0;0;0;0;0
ActorNotFoundException;1;1;14;48;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0
InvalidMessageException;0;1;17;41;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0
ExtendedActorSystem;0;1;12;81;3;1;1;26;3;1;0;0;0;0;0;0;0;0;0;0
ActorSystemWithExtensions;0;3;26;48;5;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0
ExtensionIdProvider;0;1;36;35;8;0;0;2;14;10;0;0;0;0;0;0;0;0;0;0
FSMBase;0;26;292;49;0;1;1;3;88;53;0;0;0;0;0;0;0;0;0;0
FSM;1;48;396;33;73;2;0;7;142;221;0;2;2;0;0;0;0;0;0;0
Futures;1;10;87;44;18;0;0;10;41;1;7;4;7;0;0;0;2;0;0;0
PromiseActorRef;1;43;254;26;47;3;0;11;87;76;1;2;5;0;0;0;1;0;0;0
GracefulStopSupport;0;3;40;28;4;0;0;6;19;0;46;3;35;0;0;0;14;0;0;4
Terminated;0;1;16;56;1;0;0;9;2;0;0;0;0;0;0;0;0;0;0;0
Identify;0;5;28;26;8;0;0;5;10;3;0;0;0;0;0;0;0;0;0;0
ActorIdentity;0;7;33;31;10;0;0;3;12;3;0;0;0;0;0;0;0;0;0;0
PoisonPill;0;1;9;30;1;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0
Kill;0;1;9;30;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0
AddressTerminated;0;1;12;40;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
InboxActor;1;23;158;15;27;1;0;5;47;2;1;3;3;0;0;0;3;0;2;0
InboxQueue;0;6;73;40;16;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0
DeadlineComparer;0;1;12;25;1;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0
Inbox;1;5;88;46;18;0;0;9;46;35;1;1;1;0;0;0;1;0;0;0
ActorSystemImpl;1;28;284;33;57;2;0;35;123;263;1;3;3;0;0;0;0;0;0;0
TerminationCallbacks;0;3;28;30;3;0;0;1;13;0;20;3;7;0;3;0;1;0;0;1
InternalCurrentActorCellKeeper;0;1;6;50;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
LocalActorRef;1;8;126;38;17;3;1;16;29;0;0;0;0;0;0;0;0;0;0;0
LocalScope;1;1;28;55;3;1;0;7;7;6;0;0;0;0;0;0;0;0;0;0
NameAndUid;0;1;16;48;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
PipeToSupport;0;11;31;40;12;0;0;2;14;0;39;2;20;0;0;0;0;0;0;0
Props;1;31;332;44;45;0;2;54;112;202;0;0;0;0;0;0;0;0;0;0
TerminatedProps;0;1;7;41;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0
DynamicProps;0;1;30;30;2;1;0;2;8;0;0;0;0;0;0;0;0;0;0;0
ReceiveActor;1;5;119;56;26;2;1;4;73;59;6;4;8;0;0;0;2;0;0;0
ReceiveTimeout;0;1;12;20;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0
RemoteScope;1;7;36;42;11;1;0;4;17;6;0;0;0;0;0;0;0;0;0;0
RepointableActorRef;1;15;153;44;27;3;1;17;50;89;0;0;0;0;0;0;0;0;0;0
UnstartedCell;1;12;191;32;23;0;0;14;58;81;0;0;0;0;0;0;0;0;0;0
RootGuardianActorRef;1;5;33;41;6;4;0;8;5;0;0;0;0;0;0;0;0;0;0;0
RootGuardianSupervisor;0;7;64;32;9;3;0;9;14;1;0;0;0;0;0;0;0;0;0;0
DateTimeOffsetNowTimeProvider;0;1;9;57;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
DedicatedThreadScheduler;0;22;171;24;25;1;0;6;50;16;33;5;86;0;4;0;19;0;0;1
ScheduledWork;0;1;12;55;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
DeprecatedSchedulerExtensions;0;1;52;53;8;0;0;2;28;1;7;4;4;0;0;0;4;0;0;0
HashedWheelTimerScheduler;1;60;499;22;45;1;0;4;110;188;0;1;1;0;0;0;0;0;0;0
SchedulerBase;0;3;73;48;16;0;2;3;39;43;0;0;0;0;0;0;0;0;0;0
SchedulerException;0;1;4;50;0;2;0;4;1;0;0;0;0;0;0;0;0;0;0;0
SchedulerExtensions;0;1;71;60;12;0;0;1;38;28;0;0;0;0;0;0;0;0;0;0
Scope;1;2;11;63;4;0;3;9;5;3;0;0;0;0;0;0;0;0;0;0
NoScopeGiven;0;1;17;55;2;1;0;4;4;1;0;0;0;0;0;0;0;0;0;0
Settings;1;13;114;53;11;0;0;40;47;4;0;0;0;0;0;0;0;0;0;0
ActorStashPlugin;0;4;23;39;6;1;0;2;7;3;0;0;0;0;0;0;0;0;0;0
AbstractStash;1;11;97;30;16;0;2;5;30;0;1;1;1;0;0;0;0;0;0;0
BoundedStashImpl;0;1;7;46;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
UnboundedStashImpl;0;1;7;41;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
StashFactory;0;3;24;46;5;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0
StashOverflowException;0;1;10;50;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0
SupervisorStrategy;1;13;89;55;23;0;2;40;41;34;1;1;1;0;0;0;0;0;0;0
OneForOneStrategy;1;9;124;50;17;1;0;14;41;28;0;0;0;0;0;0;0;0;0;0
AllForOneStrategy;0;11;127;49;18;1;0;5;39;21;0;1;1;0;0;0;0;0;0;0
Failures;0;1;8;42;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
Failure;0;1;5;54;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
DirectiveExtensions;0;1;7;46;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Decider;0;1;15;53;3;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0
LocalOnlyDecider;0;1;12;42;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
DeployableDecider;0;8;51;37;11;0;0;3;16;3;0;0;0;0;0;0;0;0;0;0
SupervisorStrategyConfigurator;0;6;21;36;7;0;2;6;8;1;0;0;0;0;0;0;0;0;0;0
DefaultSupervisorStrategy;0;1;7;36;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0
StoppingSupervisorStrategy;0;1;7;36;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0
TypedActor;0;2;14;26;2;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0
UntypedActor;0;1;26;55;6;1;3;6;11;10;0;0;0;0;0;0;0;0;0;0
InternalApiAttribute;0;1;4;0;0;1;0;23;0;0;0;0;0;0;0;0;0;0;0;0
ApiMayChangeAttribute;0;1;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Config;1;32;247;44;54;0;1;75;108;300;0;0;0;0;0;0;0;0;1;0
ConfigExtensions;0;4;15;44;5;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0
ConfigurationException;0;1;15;48;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0
ConfigurationFactory;1;3;66;46;11;0;0;17;33;10;0;0;0;0;0;0;0;0;0;0
AkkaConfigurationSection;0;1;15;60;0;2;0;4;1;0;0;0;0;0;0;0;0;0;0;0
CDataConfigurationElement;0;3;22;26;3;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0
HoconArray;0;1;23;52;5;1;0;2;7;10;0;0;0;0;0;0;0;0;0;0
HoconConfigurationElement;0;1;9;25;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
HoconLiteral;0;1;24;52;5;0;0;2;6;10;0;0;0;0;0;0;0;0;0;0
HoconObject;0;15;117;38;24;0;0;8;49;45;6;2;8;0;0;0;2;0;0;0
Parser;1;30;170;14;38;0;0;10;70;0;0;0;0;0;0;0;0;0;1;0
HoconRoot;0;1;18;50;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0
HoconSubstitution;0;2;36;50;7;0;0;5;14;15;0;0;0;0;0;0;0;0;0;0
Token;0;1;49;40;4;0;0;4;11;6;0;0;0;0;0;0;0;0;0;0
Tokenizer;0;15;84;34;23;0;1;1;28;0;0;0;0;0;0;0;0;0;0;0
HoconTokenizer;1;70;414;29;112;1;0;3;227;901;0;0;0;0;0;0;0;0;0;0
HoconValue;1;38;316;33;67;0;0;18;172;496;3;11;11;0;0;0;0;0;1;0
DefaultDispatcherPrerequisites;0;1;14;57;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
ExecutorServiceConfigurator;0;1;11;50;0;1;4;10;1;0;0;0;0;0;0;0;0;0;0;0
DefaultTaskSchedulerExecutorConfigurator;0;1;11;47;1;2;0;3;3;0;0;0;0;0;0;0;0;0;0;0
ForkJoinExecutorServiceFactory;0;7;41;28;8;2;0;8;22;1;0;0;0;0;0;0;0;0;0;0
ThreadPoolExecutorServiceFactory;0;2;17;37;2;2;0;3;4;0;0;0;0;0;0;0;0;0;0;0
MessageDispatcherConfigurator;0;7;37;41;8;0;3;12;13;1;0;0;0;0;0;0;0;0;0;0
MessageDispatcher;1;29;241;38;42;0;1;31;87;182;4;2;12;0;1;0;1;0;1;0
ActorTaskScheduler;1;9;98;32;17;1;0;8;32;26;18;2;22;0;0;0;8;0;0;0
CachingConfig;0;11;202;46;31;1;0;7;64;0;0;0;0;0;0;0;0;0;0;0
CurrentSynchronizationContextExecutorServiceFactory;0;1;10;50;1;2;0;3;4;0;0;0;0;0;0;0;0;0;0;0
CurrentSynchronizationContextDispatcherConfigurator;0;1;17;37;1;1;0;4;8;0;0;0;0;0;0;0;0;0;0;0
CurrentSynchronizationContextDispatcher;0;3;27;47;4;2;0;4;9;1;0;0;0;0;0;0;0;0;0;0
Dispatcher;0;3;57;26;4;1;2;9;18;3;1;1;1;0;1;0;0;0;0;0
ThreadPoolExecutorService;0;1;10;54;1;1;2;3;3;0;9;1;1;0;0;0;0;0;0;0
FullThreadPoolExecutorServiceImpl;0;1;10;44;1;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0
PartialTrustThreadPoolExecutorService;0;1;10;44;1;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0
TaskSchedulerExecutor;0;1;18;48;2;1;0;1;6;0;5;1;1;0;0;0;0;0;0;0
ForkJoinExecutor;0;3;21;43;4;1;0;3;9;0;0;0;0;0;0;0;0;0;0;0
Dispatchers;1;14;120;41;23;0;0;31;61;26;0;0;0;0;0;0;0;0;0;0
DispatcherConfigurator;1;2;21;40;1;1;0;3;8;0;0;0;0;0;0;0;0;0;0;0
ExecutorService;0;1;10;60;2;0;3;9;3;1;0;0;0;0;0;0;0;0;0;0
ExecutorServiceFactory;0;1;5;50;1;0;1;6;1;0;0;0;0;0;0;0;0;0;0;0
RejectedExecutionException;0;1;4;55;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0
FutureActor;0;1;20;42;1;1;0;2;6;0;0;0;0;0;0;0;0;0;0;0
ActionRunnable;0;1;12;36;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
ActionWithStateRunnable;0;1;14;36;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Mailbox;1;47;297;41;71;0;2;18;104;188;1;1;5;0;0;0;0;0;0;0
MailboxType;1;1;11;60;1;0;7;18;2;0;0;0;0;0;0;0;0;0;0;0
UnboundedMailbox;1;1;13;27;1;1;0;6;4;0;0;0;0;0;0;0;0;0;0;0
BoundedMailbox;1;3;16;42;1;1;0;5;10;0;0;0;0;0;0;0;0;0;0;0
UnboundedPriorityMailbox;1;1;14;48;2;1;0;5;4;1;0;0;0;0;0;0;0;0;0;0
UnboundedStablePriorityMailbox;0;1;14;48;2;1;0;5;4;1;0;0;0;0;0;0;0;0;0;0
UnboundedDequeBasedMailbox;1;1;10;16;1;1;0;5;3;0;0;0;0;0;0;0;0;0;0;0
BoundedDequeBasedMailbox;1;3;16;44;1;1;0;5;10;0;0;0;0;0;0;0;0;0;0;0
Mailboxes;1;42;204;27;52;0;0;20;113;72;1;3;3;0;0;0;1;0;0;0
BlockingMessageQueue;1;2;49;43;6;0;2;2;11;8;0;0;0;0;0;0;0;0;0;0
BoundedMessageQueue;1;5;46;31;5;0;0;2;18;1;0;0;0;0;0;0;0;0;0;0
DequeWrapperMessageQueue;1;3;42;41;6;0;2;2;12;2;0;0;0;0;0;0;0;0;0;0
UnboundedDequeMessageQueue;1;1;6;33;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0
BoundedDequeMessageQueue;1;1;9;55;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0
UnboundedMessageQueue;0;2;28;15;4;0;0;1;8;1;0;0;0;0;0;0;0;0;0;0
UnboundedPriorityMessageQueue;0;3;40;43;5;1;0;3;13;0;0;0;0;0;0;0;0;0;0;0
UnboundedStablePriorityMessageQueue;0;3;36;42;5;1;0;3;12;0;0;0;0;0;0;0;0;0;0;0
PinnedDispatcherConfigurator;0;1;17;37;1;1;0;5;10;0;0;0;0;0;0;0;0;0;0;0
PinnedDispatcher;0;3;22;47;4;2;0;4;6;0;0;0;0;0;0;0;0;0;0;0
SystemMessageList;0;5;27;40;6;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0
SystemMessage;0;1;11;45;1;0;15;24;1;0;0;0;0;0;0;0;0;0;0;0
NoMessage;1;1;7;12;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0
DeathWatchNotification;1;1;16;54;1;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0
Failed;1;2;20;51;2;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0
Supervise;1;1;14;54;1;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0
Watch;1;7;32;34;10;1;0;7;14;3;0;0;0;0;0;0;0;0;0;0
Unwatch;1;7;31;35;10;1;0;6;12;3;0;0;0;0;0;0;0;0;0;0
ActorTask;1;1;8;50;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
ActorTaskSchedulerMessage;1;1;26;48;2;1;0;3;5;1;0;0;0;0;0;0;0;0;0;0
Recreate;1;2;12;50;2;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0
Resume;1;2;12;50;2;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0
Suspend;1;1;7;36;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0
Stop;1;1;7;36;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
StopChild;0;1;12;52;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
Escalate;1;2;12;50;2;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0
Terminate;1;1;7;36;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0
Create;1;6;26;29;9;1;0;5;10;3;0;0;0;0;0;0;0;0;0;0
RegisterTerminationHook;0;1;16;30;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0
TerminationHook;0;1;16;30;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0
TerminationHookDone;0;1;16;30;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0
DedicatedThreadPoolConfigHelpers;1;5;27;40;7;0;0;3;11;1;0;0;0;0;0;0;0;0;0;0
ThreadPoolConfig;0;1;26;43;1;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0
Done;0;1;5;37;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0
ActorEventBus;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AddressTerminatedTopicProvider;0;1;7;41;1;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0
AddressTerminatedTopic;0;6;37;31;9;0;0;8;13;0;0;0;0;0;0;0;0;0;0;0
BusLogging;0;1;45;47;5;1;0;2;16;0;0;0;0;0;0;0;0;0;0;0
AllDeadLetters;0;1;16;54;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0
DeadLetter;0;3;8;52;0;1;0;9;5;0;0;0;0;0;0;0;0;0;0;0
SuppressedDeadLetter;0;3;8;52;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0
DeadLetterListener;0;7;39;27;10;1;0;8;14;0;0;0;0;0;0;0;0;0;0;0
Debug;0;1;13;48;1;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0
DefaultLogger;0;3;20;31;4;1;0;4;6;1;0;0;0;0;0;0;0;0;0;0
DefaultLogMessageFormatter;0;1;7;46;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Error;0;2;24;42;3;1;0;3;11;1;0;0;0;0;0;0;0;0;0;0
EventBus;0;17;123;30;29;0;0;0;51;33;3;5;5;0;0;0;0;0;0;0
EventStreamUnsubscriber;0;5;67;39;6;1;0;6;34;0;23;3;21;0;8;0;0;0;0;0
EventStreamUnsubscribersProvider;1;1;14;39;1;0;0;8;7;0;0;0;0;0;0;0;0;0;0;0
EventStream;1;13;106;27;19;3;0;32;69;0;34;6;56;0;5;0;0;0;0;0
EventStreamExtensions;0;1;11;59;2;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0
NoLogger;0;1;20;74;8;0;0;0;10;21;0;0;0;0;0;0;0;0;0;0
Info;0;1;13;48;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0
InitializeLogger;0;1;8;46;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
LogFormats;0;2;17;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
LogEvent;0;1;18;59;2;0;4;9;8;1;0;0;0;0;0;0;0;0;0;0
LoggerInitialized;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
LoggerMailboxType;0;3;11;56;3;1;0;5;5;0;0;0;0;0;0;0;0;0;0;0
LoggerMailbox;1;3;32;23;5;1;0;5;10;3;0;0;0;0;0;0;0;0;0;0
DummyClassForStringSources;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Logging;1;25;104;31;31;0;0;17;25;0;0;0;0;0;0;0;0;0;0;0
LoggingAdapterBase;0;33;135;39;45;0;1;1;42;44;0;0;0;0;0;0;0;0;0;0
LoggingBus;0;19;162;24;28;2;1;18;91;81;1;3;3;0;0;0;0;0;0;0
LogMessage;0;1;16;50;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
StandardOutLogger;0;12;90;33;13;3;0;10;24;1;0;0;0;0;0;0;0;0;0;0
Subscription;0;1;15;53;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
TraceLogger;0;2;17;19;2;2;0;6;20;0;37;6;10;0;0;0;0;0;0;0
UnhandledMessage;0;1;12;55;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
Warning;0;1;13;48;1;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0
DedicatedThreadPoolSettings;1;4;58;46;0;0;0;5;7;0;1;1;1;0;0;0;0;0;0;0
DedicatedThreadPoolTaskScheduler;0;12;105;28;18;1;0;2;25;3;22;1;31;0;6;0;2;0;0;3
DedicatedThreadPool;1;34;319;20;5;0;0;5;91;46;0;2;2;0;0;0;0;0;0;0
BufferPoolAllocationException;0;1;6;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0
DirectBufferPool;0;19;100;3;18;0;0;2;38;0;0;0;0;0;0;0;0;0;0;0
DnsBase;0;2;14;46;3;0;1;7;6;1;0;0;0;0;0;0;0;0;0;0
Dns;0;2;57;55;3;1;0;13;21;4;3;2;2;0;0;0;0;0;0;0
DnsExt;0;1;42;48;1;1;0;9;16;0;2;1;1;0;0;0;0;0;0;0
Inet;0;1;97;51;0;0;0;9;26;3;0;0;0;0;0;0;0;0;0;0
InetAddressDnsProvider;0;1;7;56;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
InetAddressDnsResolver;0;7;41;21;7;1;0;5;15;0;6;1;3;0;1;0;0;0;0;0
IOExtension;0;1;4;42;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0
IpExtensions;0;6;35;36;8;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0
SimpleDnsCache;0;10;109;16;7;1;0;3;49;8;0;0;0;0;0;0;0;0;0;0
SimpleDnsManager;0;6;47;27;6;1;0;9;15;1;0;0;0;0;0;0;0;0;0;0
PreallocatedSocketEventAgrsPool;0;5;55;3;6;0;0;2;14;1;0;0;0;0;0;0;0;0;0;0
SocketAsyncEventArgsExtensions;0;4;29;12;4;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0
Tcp;0;9;401;54;2;1;0;18;98;34;2;1;12;0;0;0;4;0;0;0
TcpExt;0;10;61;23;11;1;0;16;27;3;1;1;1;0;0;0;0;0;0;0
TcpMessage;0;1;72;52;15;0;0;3;23;36;0;0;0;0;0;0;0;0;0;0
TcpExtensions;0;1;7;41;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
TcpConnection;1;119;657;12;142;1;2;13;224;263;19;6;162;0;26;0;23;0;1;5
TcpIncomingConnection;0;1;25;35;2;2;0;3;7;1;0;0;0;0;0;0;0;0;1;0
TcpListener;0;12;93;8;13;1;0;6;39;0;4;4;4;0;5;0;2;0;0;0
TcpManager;0;5;36;23;5;1;0;6;11;0;5;2;2;0;2;0;4;0;0;0
TcpOutgoingConnection;0;26;173;4;30;2;0;7;83;16;41;8;121;0;32;0;26;0;0;1
TcpSettings;0;4;60;53;5;0;0;9;22;0;0;0;0;0;0;0;0;0;0;0
Udp;0;1;187;53;2;1;0;10;45;8;0;0;0;0;0;0;0;0;0;0
UdpExt;0;10;61;15;11;1;0;14;30;3;1;1;1;0;0;0;0;0;0;0
UdpExtensions;0;1;7;41;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
UdpConnected;0;1;142;52;1;1;0;9;33;1;0;0;0;0;0;0;0;0;0;0
UdpConnectedExt;0;10;61;11;11;1;0;11;30;3;1;1;1;0;0;0;0;0;0;0
UdpConnectedManager;0;6;35;16;6;1;0;8;12;0;2;1;1;0;1;0;2;0;0;0
UdpConnection;0;29;195;3;36;1;0;8;79;0;14;2;33;0;12;0;3;0;0;1
UdpListener;0;12;114;6;14;2;0;6;54;13;1;2;2;0;0;0;0;0;0;0
UdpManager;0;3;26;13;3;1;0;4;9;0;7;2;2;0;2;0;4;0;0;0
UdpSender;0;2;46;19;4;2;0;3;19;3;14;3;8;0;1;0;3;0;1;0
UdpSettings;0;2;37;50;3;0;0;9;16;0;0;0;0;0;0;0;0;0;0;0
WithUdpSend;0;18;103;1;19;1;2;8;27;0;0;0;0;0;0;0;0;0;0;0
NotUsed;0;1;28;22;5;0;0;2;7;6;0;0;0;0;0;0;0;0;0;0
PatternMatch;0;1;11;47;2;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0
Case;0;6;43;50;8;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0
BackoffOnRestartSupervisor;0;14;91;7;18;2;0;7;28;4;27;2;34;0;8;0;5;0;0;0
Backoff;0;1;23;59;4;0;0;4;10;0;0;0;0;0;0;0;0;0;0;0
BackoffOptions;0;1;11;72;7;0;1;7;7;21;0;0;0;0;0;0;0;0;0;0
BackoffOptionsImpl;0;11;84;1;7;1;0;7;30;0;2;2;2;0;18;0;0;0;0;0
StopImpliesFailure;0;1;5;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0
RestartImpliesFailure;0;1;5;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0
ManualReset;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
AutoReset;0;1;8;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
BackoffSupervisor;0;11;168;25;18;2;0;10;40;13;0;1;1;0;0;0;0;0;0;0
BackoffSupervisorBase;0;18;103;0;20;1;2;9;26;3;0;0;0;0;0;0;0;0;0;0
CircuitBreaker;0;5;99;51;17;0;0;6;39;55;1;2;2;0;0;0;0;0;0;0
Open;0;1;27;51;5;2;0;2;11;6;3;1;1;0;1;0;0;0;0;0
HalfOpen;0;3;43;42;8;2;0;3;17;2;0;0;0;0;0;0;0;0;0;0
Closed;0;2;36;46;7;2;0;2;13;10;0;0;0;0;0;0;0;0;0;0
FutureTimeoutSupport;0;8;45;22;8;0;0;1;12;0;50;2;45;0;0;0;10;0;0;0
IllegalStateException;1;1;15;48;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0
OpenCircuitException;0;1;18;48;0;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0
BroadcastRoutingLogic;0;3;9;40;3;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0
BroadcastPool;1;7;90;50;14;2;0;10;27;36;0;0;0;0;0;0;0;0;0;0
BroadcastGroup;1;1;54;55;4;2;0;6;18;4;1;1;1;0;0;0;0;0;0;0
ConsistentHash;1;6;78;49;9;0;0;4;39;10;2;2;2;0;0;0;2;0;0;0
ConsistentHashingRouter;0;1;4;42;0;0;0;3;0;0;20;1;1;0;0;0;0;0;0;0
ConsistentHashableEnvelope;0;1;13;53;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0
ConsistentHashingRoutingLogic;0;16;90;30;16;1;0;14;32;0;2;2;2;0;2;0;0;0;0;0
ConsistentRoutee;1;6;29;29;7;0;0;7;10;1;0;0;0;0;0;0;0;0;0;0
ConsistentHashingPool;1;10;134;48;19;2;0;13;37;25;0;0;0;0;0;0;0;0;0;0
ConsistentHashingGroup;1;4;93;53;10;2;0;12;29;0;1;1;1;0;0;0;0;0;0;0
