ClassName;Faulty;CyclomaticComplexity;SourceLinesOfCode;CommentDensity;WeightedMethodsPerClass;DepthOfInheritance;NumberOfChildren;CouplingBetweenObjects;ResponseForAClass;LackOfCohesionOfMethods;LambdaScore;LambdaCount;SourceLinesOfLambda;LambdaUsed;LambdaFieldVariableUsageCount;LambdaFieldVariableUsed;LambdaLocalVariableUsageCount;LambdaLocalVariableUsed;UnterminatedCollections;LambdaSideEffectCount
AuthorizeRequestValidationResult;0;1;16;50;0;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0
BearerTokenUsageValidationResult;0;1;6;75;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
ClientSecretValidationResult;0;1;6;75;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0
DeviceAuthorizationRequestValidationResult;0;1;16;50;0;1;0;7;2;0;0;0;0;0;0;0;0;0;0;0
DeviceCodeValidationContext;0;1;6;75;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
EndSessionCallbackValidationResult;0;1;5;54;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0
BackChannelLogoutModel;0;1;8;65;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
EndSessionValidationResult;0;1;4;60;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
GrantValidationResult;1;13;71;36;7;1;0;8;34;0;0;0;0;0;0;0;0;0;0;0
IntrospectionRequestValidationResult;0;1;8;78;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
JwtRequestValidationResult;0;1;4;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
ApiSecretValidationResult;0;1;4;60;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
SecretValidationResult;0;1;5;70;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0
TokenRequestValidationResult;0;1;19;55;0;1;0;10;2;0;0;0;0;0;0;0;0;0;0;0
TokenRevocationRequestValidationResult;0;1;6;75;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
TokenValidationResult;0;1;9;80;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0
UserInfoRequestValidationResult;0;1;5;70;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
ValidatedAuthorizeRequest;0;5;32;79;0;1;0;17;3;0;0;0;0;0;0;0;0;0;0;0
ValidatedDeviceAuthorizationRequest;0;1;5;70;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0
ValidatedEndSessionRequest;0;1;7;75;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0
ValidatedRequest;1;1;23;74;1;0;4;13;8;0;4;1;1;0;0;0;0;0;0;0
ValidatedTokenRequest;1;1;12;81;0;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0
ValidationResult;0;1;6;75;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0
Clients;1;1;273;24;1;0;0;1;35;0;0;0;0;0;0;0;0;0;0;0
Resources;1;1;59;9;2;0;0;1;16;1;0;0;0;0;0;0;0;0;0;0
ExtensionGrantValidator;0;2;20;4;2;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
NoSubjectExtensionGrantValidator;0;2;20;4;2;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
RequestLoggerMiddleware;0;7;46;2;10;0;0;3;29;2;8;4;4;0;0;0;0;0;0;0
LocalApiController;0;1;10;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Program;0;1;24;0;2;0;0;1;15;1;31;1;11;0;0;0;0;0;0;0
AccountController;1;49;231;20;57;0;0;8;82;1;3;3;9;0;1;0;1;0;0;0
AccountOptions;1;1;11;15;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
ExternalController;0;17;158;21;24;0;0;5;71;20;1;3;3;0;0;0;0;0;0;0
ExternalProvider;0;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
LoggedOutViewModel;0;1;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
LoginInputModel;0;1;9;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
LoginViewModel;0;6;9;0;0;1;0;3;5;0;10;1;1;0;0;0;0;0;0;0
LogoutInputModel;0;1;4;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
LogoutViewModel;0;1;4;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
RedirectViewModel;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ConsentController;0;29;193;10;36;0;0;8;61;5;2;5;5;0;1;0;2;0;0;0
ConsentInputModel;0;1;7;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0
ConsentOptions;0;1;8;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
ConsentViewModel;0;1;9;0;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0
ProcessConsentResult;0;1;10;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
ScopeViewModel;0;1;9;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
DeviceAuthorizationInputModel;0;1;4;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
DeviceAuthorizationViewModel;0;1;5;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
DeviceController;0;27;180;4;35;0;0;9;63;20;2;5;5;0;1;0;2;0;0;0
DiagnosticsController;0;2;15;0;2;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0
DiagnosticsViewModel;0;2;16;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0
Extensions;0;3;12;33;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
GrantsController;0;3;61;8;5;0;0;3;22;1;3;2;2;0;0;0;0;0;0;0
GrantsViewModel;0;1;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
GrantViewModel;0;1;11;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
ErrorViewModel;0;1;11;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
HomeController;0;4;37;13;5;0;0;4;11;0;0;0;0;0;0;0;0;0;0;0
SecurityHeadersAttribute;0;7;32;23;7;0;0;7;11;0;0;0;0;0;0;0;0;0;0;0
Startup;0;1;83;5;2;0;0;7;47;1;41;8;58;0;0;0;0;0;0;0
ServiceExtensions;0;1;79;7;1;0;0;0;13;0;50;5;79;0;10;0;0;0;0;0
ApiResource;0;4;34;46;0;1;0;4;14;0;0;0;0;0;0;0;0;0;0;0
AuthorizationCode;0;1;15;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Client;1;9;143;57;9;0;0;5;54;15;0;0;0;0;0;0;0;0;0;0
Consent;1;1;8;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DeviceCode;0;1;11;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GrantType;0;1;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
IdentityResource;0;4;24;52;0;1;0;2;10;0;0;0;0;0;0;0;0;0;0;0
PersistedGrant;1;1;10;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RefreshToken;0;3;25;65;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
Resource;0;1;11;65;0;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0
Resources;0;1;19;55;0;0;0;4;9;0;0;0;0;0;0;0;0;0;0;0
Scope;0;4;40;52;0;0;0;3;11;0;0;0;0;0;0;0;0;0;0;0
Secret;0;7;43;54;8;0;0;5;10;1;0;0;0;0;0;0;0;0;0;0
Token;0;1;21;77;0;0;0;1;10;0;16;4;4;0;0;0;0;0;0;0
ClaimConverter;0;1;24;0;3;0;0;1;7;3;0;0;0;0;0;0;0;0;0;0
ClaimLite;0;1;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
ClaimsPrincipalConverter;0;2;26;0;4;0;0;1;13;3;7;2;2;0;0;0;0;0;0;0
ClaimsPrincipalLite;0;1;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
CustomContractResolver;0;1;8;0;1;0;0;0;4;0;11;1;1;0;0;0;0;0;0;0
PersistentGrantSerializer;0;1;21;36;2;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0
