ClassName;Faulty;CyclomaticComplexity;SourceLinesOfCode;CommentDensity;WeightedMethodsPerClass;DepthOfInheritance;NumberOfChildren;CouplingBetweenObjects;ResponseForAClass;LackOfCohesionOfMethods;LambdaScore;LambdaCount;SourceLinesOfLambda;LambdaUsed;LambdaFieldVariableUsageCount;LambdaFieldVariableUsed;LambdaLocalVariableUsageCount;LambdaLocalVariableUsed;UnterminatedCollections;LambdaSideEffectCount
ListProjectsInSolutionCommand;0;4;33;0;3;1;0;4;11;0;2;1;1;0;0;0;0;0;0;0
SlnListParser;0;1;7;0;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0
SlnCommand;0;1;32;0;1;1;0;7;10;0;30;3;14;0;0;0;0;0;0;0
RemoveProjectFromSolutionCommand;0;6;47;0;4;1;0;4;16;0;16;1;9;0;0;0;4;0;1;0
SlnRemoveParser;0;1;10;0;1;0;0;5;5;0;9;1;1;0;0;0;0;0;0;0
SlnCommandParser;0;1;15;0;1;0;0;6;9;0;0;0;0;0;0;0;0;0;0;0
StoreCommand;0;2;28;0;3;1;0;6;16;1;0;0;0;0;0;0;0;0;0;0
StoreCommandParser;0;2;64;3;2;0;0;4;38;0;28;4;25;0;0;0;2;0;0;0
ToolAppliedOption;0;8;48;0;10;0;0;16;22;1;0;0;0;0;0;0;0;0;0;0
ToolManifestFinderExtensions;0;5;44;0;5;0;0;2;11;0;2;1;1;0;0;0;0;0;0;0
LocalToolsResolverCacheExtensions;0;5;36;0;5;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0
ProjectRestorer;0;11;77;9;13;0;0;2;29;1;2;2;2;0;2;0;0;0;1;0
ToolInstallCommand;0;4;53;0;4;1;0;5;20;0;0;0;0;0;0;0;0;0;0;0
InstallToolCommandLowLevelErrorConverter;0;6;43;0;7;0;0;7;7;1;0;0;0;0;0;0;0;0;0;0
ToolInstallCommandParser;0;1;55;0;1;0;0;5;32;0;1;1;1;0;0;0;0;0;0;0
ToolInstallGlobalOrToolPathCommand;0;13;123;0;12;1;0;9;50;0;0;1;1;0;0;0;0;0;1;0
ToolInstallLocalCommand;0;4;76;0;5;1;0;8;30;3;2;2;2;0;0;0;0;0;0;0
ToolInstallLocalInstaller;0;9;82;0;7;0;0;6;29;0;0;0;0;0;0;0;0;0;0;0
ToolListCommand;0;3;37;0;3;1;0;5;14;0;0;0;0;0;0;0;0;0;0;0
ToolListCommandParser;0;1;23;0;1;0;0;4;10;0;0;0;0;0;0;0;0;0;0;0
ToolListGlobalOrToolPathCommand;0;4;71;2;6;1;0;7;31;3;7;6;6;0;1;0;0;0;0;0
ToolListLocalCommand;0;2;39;0;1;1;0;3;19;0;13;6;6;0;5;0;0;0;0;0
LocalizableStrings;0;2;139;0;0;0;0;2;25;0;0;0;0;0;0;0;0;0;0;0
ToolRestoreCommand;0;19;280;0;25;1;0;8;136;49;12;22;39;0;10;0;4;0;1;0
ToolRestoreCommandParser;0;1;31;0;1;0;0;4;18;0;0;0;0;0;0;0;0;0;0;0
ToolRunCommand;0;2;32;3;2;1;0;5;11;0;0;0;0;0;0;0;0;0;1;0
ToolRunCommandParser;0;1;14;0;1;0;0;3;5;0;6;1;1;0;0;0;0;0;0;0
ToolCommand;0;1;40;0;1;1;0;7;10;0;32;6;19;0;0;0;0;0;0;0
