ClassName;Faulty;CyclomaticComplexity;SourceLinesOfCode;CommentDensity;WeightedMethodsPerClass;DepthOfInheritance;NumberOfChildren;CouplingBetweenObjects;ResponseForAClass;LackOfCohesionOfMethods;LambdaScore;LambdaCount;SourceLinesOfLambda;LambdaUsed;LambdaFieldVariableUsageCount;LambdaFieldVariableUsed;LambdaLocalVariableUsageCount;LambdaLocalVariableUsed;UnterminatedCollections;LambdaSideEffectCount
RestoredCommandIdentifier;0;6;56;0;9;0;0;6;22;3;0;0;0;0;0;0;0;0;0;0
RestoredCommandIdentifierVersionRange;0;1;25;0;1;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0
ToolConfiguration;0;5;50;0;4;0;0;3;20;1;1;1;1;0;0;0;0;0;0;0
DotNetCliTool;0;1;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
DotNetCliToolCommand;0;1;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
ToolConfigurationDeserializer;0;9;73;2;10;0;0;4;21;1;0;0;0;0;0;0;0;0;0;0
ToolConfigurationException;0;1;12;0;0;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0
ToolPackageException;0;1;12;0;0;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0
ToolPackageFactory;0;2;54;0;7;0;0;9;21;15;0;0;0;0;0;0;0;0;0;0
ToolPackageInstaller;0;16;193;5;19;0;0;6;98;4;27;3;72;0;4;0;31;0;0;2
ToolPackageInstance;0;22;183;1;30;0;0;8;78;22;5;9;11;0;0;0;2;0;2;0
ToolPackageStoreAndQuery;0;12;92;1;18;0;0;2;48;19;0;0;0;0;0;0;0;0;0;0
TopLevelCommandParserResult;0;1;12;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0
TransactionalAction;0;4;71;2;3;0;0;2;22;10;1;1;1;0;0;0;0;0;0;0
UILanguageOverride;0;9;60;9;14;0;0;1;24;8;0;0;0;0;0;0;0;0;0;0
NewCommandShim;0;4;51;7;6;0;0;4;24;3;12;1;7;0;0;0;2;0;1;0
LocalizableStrings;0;1;13;27;1;0;0;6;8;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;43;45;1;0;0;13;38;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;40;44;1;0;0;6;35;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;24;40;1;0;0;6;19;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;13;27;1;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;9;10;1;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;10;16;1;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;19;36;1;0;0;4;14;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;18;35;1;0;0;3;13;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;16;33;1;0;0;3;11;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;67;46;1;0;0;4;62;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;23;39;1;0;0;4;18;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;10;16;1;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;9;10;1;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;35;48;1;0;0;4;30;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;20;37;1;0;0;3;15;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;20;41;1;0;0;3;15;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;12;25;1;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;13;27;1;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;9;10;1;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;30;43;1;0;0;4;25;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;38;49;1;0;0;7;33;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;26;40;1;0;0;9;21;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;23;39;1;0;0;4;18;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;11;26;1;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;41;49;1;0;0;10;36;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;20;39;1;0;0;6;15;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;10;16;1;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;30;44;1;0;0;4;25;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;13;27;1;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;26;45;1;0;0;7;21;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;41;47;1;0;0;6;36;0;0;0;0;0;0;0;0;0;0;0
CommonLocalizableStrings;0;1;178;51;1;0;0;46;173;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;24;45;1;0;0;5;19;0;0;0;0;0;0;0;0;0;0;0
AnsiColorExtensions;0;1;39;0;9;0;0;0;9;36;0;0;0;0;0;0;0;0;0;0
AnsiConsole;1;27;120;3;31;0;0;3;29;13;0;0;0;0;0;0;0;0;0;0
ArgumentEscaper;1;20;102;38;28;0;0;1;44;36;0;0;0;0;0;0;0;0;2;0
BlockingMemoryStream;0;7;59;0;13;2;0;1;23;9;0;0;0;0;0;0;0;0;0;0
BuiltInCommand;1;4;131;2;12;0;0;3;64;91;0;0;0;0;0;0;0;0;1;0
Command;1;16;165;0;28;0;0;7;74;18;0;0;0;0;0;0;0;0;0;0
CommandAvailableAsDotNetToolException;0;1;18;0;1;2;0;2;8;0;0;0;0;0;0;0;0;0;0;0
CommandContext;0;1;23;0;3;0;0;3;8;1;11;3;3;0;2;0;0;0;0;0
CommandGrammar;0;3;38;5;2;1;0;4;75;0;13;6;6;0;0;0;0;0;0;0
Grammar;0;8;39;0;12;0;1;1;17;4;33;5;20;0;3;0;9;0;0;0
ParserExtensions;0;9;68;0;16;0;0;0;29;9;37;8;40;0;8;0;20;0;0;0
CommandUnknownException;0;1;15;0;0;2;0;2;4;0;0;0;0;0;0;0;0;0;0;0
Constants;1;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DangerousFileDetector;0;4;36;5;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
DebugHelper;0;3;18;0;4;0;0;1;11;1;0;0;0;0;0;0;0;0;0;0
DotnetFiles;0;1;11;21;0;0;0;4;6;0;8;1;1;0;0;0;0;0;0;0
DotnetVersionFile;0;6;36;20;0;0;0;2;4;0;0;0;0;0;0;0;0;0;1;0
EmbedAppNameInHost;0;16;114;9;19;0;0;1;24;6;0;0;0;0;0;0;0;0;0;0
EmbedAppNameInHostException;0;1;12;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Env;1;1;27;0;4;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0
EnvironmentProvider;0;12;121;0;16;0;0;0;49;15;6;9;9;0;2;0;0;0;2;0
ExceptionExtensions;0;1;16;0;3;0;0;2;8;1;0;0;0;0;0;0;0;0;0;0
CollectionsExtensions;0;2;9;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
LockFileExtensions;0;3;18;0;4;0;0;1;10;1;10;1;2;0;0;0;0;0;2;0
LockFileFormatExtensions;0;2;21;0;2;0;0;2;8;0;41;2;15;0;0;0;1;0;0;0
FileAccessRetrier;0;12;84;6;14;0;0;1;12;3;0;0;0;0;0;0;0;0;0;0
FileNameSuffixes;0;6;61;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0
FilePermissionSettingException;0;1;16;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0
ForwardingAppImplementation;0;6;77;0;6;0;0;5;23;4;0;0;0;0;0;0;0;0;1;0
FrameworkDependencyFile;0;8;94;0;13;0;0;1;34;8;5;5;5;0;0;0;0;0;0;0
GracefulException;0;2;27;0;0;1;2;3;10;0;0;0;0;0;0;0;0;0;0;0
MSBuildForwardingAppWithoutLogging;0;6;64;3;12;0;0;1;30;21;0;0;0;0;0;0;0;0;1;0
Muxer;1;2;32;0;1;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0
NativeMethods;0;1;61;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
PathUtility;0;46;270;9;68;0;0;1;102;156;0;1;1;0;0;0;0;0;0;0
ProcessReaper;1;18;122;18;22;0;0;3;33;9;0;0;0;0;0;0;0;0;0;0
ProcessStartInfoExtensions;0;2;46;0;3;0;0;2;22;1;0;0;0;0;0;0;0;0;0;0
Product;0;1;10;0;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
Reporter;0;12;64;4;15;0;0;8;23;0;0;0;0;0;0;0;0;0;0;0
RuntimeEnvironmentRidExtensions;0;2;15;6;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
StreamForwarder;0;12;94;4;18;0;0;6;32;22;1;1;1;0;0;0;0;0;0;0
TelemetryEventEntry;0;4;34;0;6;0;0;4;9;3;0;0;0;0;0;0;0;0;0;0
BlockFilter;0;1;7;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
InstrumentationEventArgs;0;1;15;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
ApplicationInsightsEntryFormat;0;1;20;0;1;0;0;4;5;0;9;2;2;0;0;0;0;0;0;0
PerfTrace;0;1;18;0;2;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0
PerfTraceEvent;0;1;16;0;0;0;0;4;3;0;5;1;1;0;0;0;0;0;0;0
PerfTraceOutput;0;10;65;0;14;0;0;3;31;6;0;0;0;0;0;0;0;0;0;0
PerfTraceThreadContext;0;2;50;0;3;0;0;7;20;2;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;28;48;1;0;0;12;23;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;28;48;1;0;0;12;23;0;0;0;0;0;0;0;0;0;0;0
AspNetCertificateSentinel;0;1;29;0;3;0;0;1;8;1;0;0;0;0;0;0;0;0;0;0
CliFolderPathCalculator;0;4;43;0;0;0;0;5;18;0;0;0;0;0;0;0;0;0;0;0
ConfigurationException;0;1;12;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
DotnetFirstRunConfiguration;0;1;15;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
DotnetFirstTimeUseConfigurer;0;7;98;0;16;0;0;2;37;27;0;0;0;0;0;0;0;0;0;0
FileSentinel;0;1;22;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
FirstTimeUseNoticeSentinel;0;1;29;0;3;0;0;1;8;1;0;0;0;0;0;0;0;0;0;0
FileSystemExtensions;0;3;18;10;3;0;0;0;7;0;41;1;13;0;0;0;2;0;0;0
NoOpAspNetCertificateSentinel;0;1;13;0;3;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0
NoOpFileSentinel;0;1;15;0;2;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
NoOpFirstTimeUseNoticeSentinel;0;1;13;0;3;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0
ToolPackageFolderPathCalculator;0;1;8;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
UserLevelCacheWriter;0;7;54;0;8;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;12;50;1;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0
DirectoryWrapper;0;1;35;0;8;0;0;0;16;28;0;0;0;0;0;0;0;0;0;0
EnvironmentWrapper;0;1;8;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
FileSystemWrapper;0;1;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
FileWrapper;0;1;47;0;9;0;0;0;18;36;0;0;0;0;0;0;0;0;0;0
TemporaryDirectory;0;2;19;5;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
FileUtil;0;15;92;0;16;0;0;2;13;1;0;0;0;0;0;0;0;0;0;0
TextFormatInfo;0;1;12;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
ProjectTypeGuids;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SlnFile;0;19;179;0;22;0;0;16;59;0;0;0;0;0;0;0;0;0;0;0
SlnProject;0;8;129;0;10;0;0;6;47;1;0;0;0;0;0;0;0;0;0;0
SlnSection;0;38;219;1;35;0;0;11;63;0;6;3;14;0;0;0;3;0;0;0
SlnPropertySet;0;36;279;4;55;0;0;5;83;0;0;0;0;0;0;0;0;0;0;0
SlnProjectCollection;0;4;57;0;8;1;0;3;15;15;3;2;2;0;0;0;0;0;0;0
SlnSectionCollection;0;8;78;0;14;1;0;4;21;21;3;3;3;0;0;0;0;0;0;0
SlnPropertySetCollection;0;4;47;0;9;1;0;4;16;13;2;1;1;0;0;0;1;0;0;0
InvalidSolutionFormatException;0;1;11;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0
LocalizableStrings;0;1;19;36;1;0;0;6;14;0;0;0;0;0;0;0;0;0;0;0
EnvironmentProvider;0;3;40;0;1;0;0;2;11;0;4;2;2;0;0;0;1;0;1;0
FXVersion;0;72;240;10;78;0;0;3;48;21;0;0;0;0;0;0;0;0;0;0
Interop;0;3;89;7;3;0;0;5;20;0;0;0;0;0;0;0;0;0;0;0
DotNetMSBuildSdkResolver;0;28;248;4;34;1;0;8;80;43;15;2;44;0;2;0;18;0;0;3
NETCoreSdkResolver;0;6;51;10;5;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0
VSSettings;0;13;107;9;15;0;0;3;21;0;0;0;0;0;0;0;0;0;0;0
Strings;0;1;13;27;1;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0
Strings;0;1;13;27;1;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0
