ClassName;Faulty;CyclomaticComplexity;SourceLinesOfCode;CommentDensity;WeightedMethodsPerClass;DepthOfInheritance;NumberOfChildren;CouplingBetweenObjects;ResponseForAClass;LackOfCohesionOfMethods;LambdaScore;LambdaCount;SourceLinesOfLambda;LambdaUsed;LambdaFieldVariableUsageCount;LambdaFieldVariableUsed;LambdaLocalVariableUsageCount;LambdaLocalVariableUsed;UnterminatedCollections;LambdaSideEffectCount
BrowseRequest;0;1;6;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ClientCapabilities;0;1;19;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
GeneralCommand;0;1;10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
MessageCommand;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PlaybackProgressInfo;0;1;23;72;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
QueueItem;0;1;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
PlaybackStartInfo;0;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
PlaybackStopInfo;0;1;14;69;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
PlayerStateInfo;0;1;13;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PlayRequest;0;1;14;53;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
PlaystateRequest;0;1;6;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SessionUserInfo;0;1;5;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TranscodingInfo;0;1;19;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UserDataChangeInfo;0;1;5;61;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
SyncJob;0;1;29;72;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
SyncTarget;0;1;5;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LogFile;0;1;7;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PublicSystemInfo;0;1;10;72;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
SystemInfo;0;1;30;71;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0
WakeOnLanInfo;0;1;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ScheduledTaskHelpers;0;2;26;16;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
TaskCompletionEventArgs;0;1;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
TaskInfo;0;1;17;71;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
TaskOptions;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TaskResult;0;1;11;74;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
TaskTriggerInfo;0;1;13;60;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
CheckForUpdateResult;0;2;10;54;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
InstallationInfo;0;1;9;72;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
PackageInfo;0;1;33;76;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
PackageVersionInfo;0;2;21;70;2;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0
ForgotPasswordResult;0;1;6;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PinRedeemResult;0;1;5;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UserAction;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UserPolicy;0;1;68;24;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0
ConfigurationPageInfo;0;3;29;32;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0
GetDashboardConfigurationPages;1;1;6;40;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
GetDashboardConfigurationPage;1;1;5;44;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
GetDashboardPackage;0;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
GetRobotsTxt;0;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
GetDashboardResource;0;1;6;57;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
GetFavIcon;0;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
DashboardService;1;34;249;17;47;0;0;9;119;10;8;12;24;0;2;0;7;0;0;0
PackageCreator;0;15;121;16;21;0;0;1;59;1;0;1;1;0;0;0;0;0;0;0
ServerEntryPoint;0;1;19;17;2;0;0;3;5;1;0;0;0;0;0;0;0;0;0;0
