ClassName;Faulty;CyclomaticComplexity;SourceLinesOfCode;CommentDensity;WeightedMethodsPerClass;DepthOfInheritance;NumberOfChildren;CouplingBetweenObjects;ResponseForAClass;LackOfCohesionOfMethods;LambdaScore;LambdaCount;SourceLinesOfLambda;LambdaUsed;LambdaFieldVariableUsageCount;LambdaFieldVariableUsed;LambdaLocalVariableUsageCount;LambdaLocalVariableUsed;UnterminatedCollections;LambdaSideEffectCount
WelcomePage;0;1;314;4;1;1;0;2;101;0;0;0;0;0;0;0;0;0;0;0
WelcomePage;0;1;309;4;1;1;0;3;101;0;0;0;0;0;0;0;0;0;0;0
WelcomePageExtensions;0;6;45;33;9;0;0;2;22;0;0;0;0;0;0;0;0;0;0;0
WelcomePageMiddleware;0;5;28;28;3;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0
WelcomePageOptions;0;1;4;42;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
AttributeValue;0;1;24;0;2;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0
BaseView;0;17;168;34;32;0;1;3;65;45;0;1;1;0;0;0;0;0;0;0
HelperResult;0;1;12;40;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
ProcessExtensions;0;8;84;1;12;0;0;0;26;6;0;0;0;0;0;0;0;0;0;0
Base64UrlTextEncoder;0;1;11;52;2;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0
BufferedReadStream;0;36;296;20;48;2;0;4;74;34;0;0;0;0;0;0;0;0;0;0
FileBufferingReadStream;0;40;316;3;44;2;0;4;87;31;0;0;0;0;0;0;0;0;0;0
FileMultipartSection;0;3;26;45;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0
FormMultipartSection;0;3;24;45;1;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0
FormPipeReader;0;38;268;10;45;0;0;1;77;49;0;0;0;0;0;0;0;0;0;0
FormReader;0;27;227;13;39;0;0;0;73;22;0;0;0;0;0;0;0;0;0;0
HttpRequestStreamReader;0;39;284;6;41;2;0;3;67;0;0;0;0;0;0;0;0;0;0;0
HttpResponseStreamWriter;0;38;336;2;52;2;0;3;95;0;0;0;0;0;0;0;0;0;0;0
MultipartBoundary;0;6;55;1;5;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0
MultipartReader;0;10;76;16;8;0;0;4;32;0;0;0;0;0;0;0;0;0;0;0
MultipartReaderStream;0;36;250;13;40;2;0;3;70;43;0;0;0;0;0;0;0;0;0;0
MultipartSection;0;3;30;11;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0
MultipartSectionConverterExtensions;0;6;42;26;8;0;0;3;10;3;0;0;0;0;0;0;0;0;0;0
MultipartSectionStreamExtensions;0;5;26;16;5;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0
PagedByteBuffer;0;11;99;0;14;0;0;3;24;3;0;0;0;0;0;0;0;0;0;0
QueryHelpers;0;24;133;15;28;0;0;0;54;3;0;0;0;0;0;0;0;0;0;0
ReasonPhrases;0;2;73;1;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Resources;1;2;42;27;0;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0
